date,market,item,grade,unit,price,kg_unit,price_per_kg,source
2026-05-20,가락시장,사과 미시마,상,10 키로상자,75126,10.0,7513,https://www.garakprice.com/pum_detail.php
2026-05-20,가락시장,사과 미시마,중,10 키로상자,56570,10.0,5657,https://www.garakprice.com/pum_detail.php
2026-05-20,가락시장,사과 미시마,특,10 키로상자,144144,10.0,14414,https://www.garakprice.com/pum_detail.php
2026-05-20,가락시장,사과 미시마,하,10 키로상자,33260,10.0,3326,https://www.garakprice.com/pum_detail.php
2026-05-21,가락시장,사과 미시마,상,10 키로상자,104971,10.0,10497,https://www.garakprice.com/pum_detail.php
2026-05-21,가락시장,사과 미시마,중,10 키로상자,56405,10.0,5640,https://www.garakprice.com/pum_detail.php
2026-05-21,가락시장,사과 미시마,특,10 키로상자,189942,10.0,18994,https://www.garakprice.com/pum_detail.php
2026-05-21,가락시장,사과 미시마,하,10 키로상자,22138,10.0,2214,https://www.garakprice.com/pum_detail.php
2026-05-22,가락시장,사과 미시마,상,10 키로상자,60868,10.0,6087,https://www.garakprice.com/pum_detail.php
2026-05-22,가락시장,사과 미시마,중,10 키로상자,36324,10.0,3632,https://www.garakprice.com/pum_detail.php
2026-05-22,가락시장,사과 미시마,특,10 키로상자,128848,10.0,12885,https://www.garakprice.com/pum_detail.php
2026-05-22,가락시장,사과 미시마,하,10 키로상자,26392,10.0,2639,https://www.garakprice.com/pum_detail.php
2026-05-23,가락시장,사과 미시마,상,10 키로상자,59283,10.0,5928,https://www.garakprice.com/pum_detail.php
2026-05-23,가락시장,사과 미시마,중,10 키로상자,35134,10.0,3513,https://www.garakprice.com/pum_detail.php
2026-05-23,가락시장,사과 미시마,특,10 키로상자,124812,10.0,12481,https://www.garakprice.com/pum_detail.php
2026-05-23,가락시장,사과 미시마,하,10 키로상자,19661,10.0,1966,https://www.garakprice.com/pum_detail.php
2026-05-25,가락시장,사과 미시마,상,10 키로상자,66569,10.0,6657,https://www.garakprice.com/pum_detail.php
2026-05-25,가락시장,사과 미시마,중,10 키로상자,43100,10.0,4310,https://www.garakprice.com/pum_detail.php
2026-05-25,가락시장,사과 미시마,특,10 키로상자,118737,10.0,11874,https://www.garakprice.com/pum_detail.php
2026-05-25,가락시장,사과 미시마,하,10 키로상자,22012,10.0,2201,https://www.garakprice.com/pum_detail.php
2026-05-26,가락시장,사과 미시마,상,10 키로상자,127737,10.0,12774,https://www.garakprice.com/pum_detail.php
2026-05-26,가락시장,사과 미시마,중,10 키로상자,49003,10.0,4900,https://www.garakprice.com/pum_detail.php
2026-05-26,가락시장,사과 미시마,특,10 키로상자,211419,10.0,21142,https://www.garakprice.com/pum_detail.php
2026-05-26,가락시장,사과 미시마,하,10 키로상자,23272,10.0,2327,https://www.garakprice.com/pum_detail.php
2026-05-27,가락시장,사과 미시마,상,10 키로상자,70594,10.0,7059,https://www.garakprice.com/pum_detail.php
2026-05-27,가락시장,사과 미시마,중,10 키로상자,49774,10.0,4977,https://www.garakprice.com/pum_detail.php
2026-05-27,가락시장,사과 미시마,특,10 키로상자,128411,10.0,12841,https://www.garakprice.com/pum_detail.php
2026-05-27,가락시장,사과 미시마,하,10 키로상자,27060,10.0,2706,https://www.garakprice.com/pum_detail.php
2026-05-28,가락시장,사과 미시마,상,10 키로상자,91569,10.0,9157,https://www.garakprice.com/pum_detail.php
2026-05-28,가락시장,사과 미시마,중,10 키로상자,38970,10.0,3897,https://www.garakprice.com/pum_detail.php
2026-05-28,가락시장,사과 미시마,특,10 키로상자,177148,10.0,17715,https://www.garakprice.com/pum_detail.php
2026-05-28,가락시장,사과 미시마,하,10 키로상자,22725,10.0,2272,https://www.garakprice.com/pum_detail.php
2026-05-29,가락시장,사과 미시마,상,10 키로상자,63177,10.0,6318,https://www.garakprice.com/pum_detail.php
2026-05-29,가락시장,사과 미시마,중,10 키로상자,43102,10.0,4310,https://www.garakprice.com/pum_detail.php
2026-05-29,가락시장,사과 미시마,특,10 키로상자,111387,10.0,11139,https://www.garakprice.com/pum_detail.php
2026-05-29,가락시장,사과 미시마,하,10 키로상자,24954,10.0,2495,https://www.garakprice.com/pum_detail.php
2026-05-30,가락시장,사과 미시마,상,10 키로상자,63177,10.0,6318,https://www.garakprice.com/pum_detail.php
2026-05-30,가락시장,사과 미시마,중,10 키로상자,43102,10.0,4310,https://www.garakprice.com/pum_detail.php
2026-05-30,가락시장,사과 미시마,특,10 키로상자,111387,10.0,11139,https://www.garakprice.com/pum_detail.php
2026-05-30,가락시장,사과 미시마,하,10 키로상자,24954,10.0,2495,https://www.garakprice.com/pum_detail.php
2026-06-01,가락시장,사과 미시마,상,10 키로상자,83812,10.0,8381,https://www.garakprice.com/pum_detail.php
2026-06-01,가락시장,사과 미시마,중,10 키로상자,55977,10.0,5598,https://www.garakprice.com/pum_detail.php
2026-06-01,가락시장,사과 미시마,특,10 키로상자,119880,10.0,11988,https://www.garakprice.com/pum_detail.php
2026-06-01,가락시장,사과 미시마,하,10 키로상자,27991,10.0,2799,https://www.garakprice.com/pum_detail.php
2026-06-02,가락시장,사과 미시마,상,10 키로상자,71404,10.0,7140,https://www.garakprice.com/pum_detail.php
2026-06-02,가락시장,사과 미시마,중,10 키로상자,41666,10.0,4167,https://www.garakprice.com/pum_detail.php
2026-06-02,가락시장,사과 미시마,특,10 키로상자,162581,10.0,16258,https://www.garakprice.com/pum_detail.php
2026-06-02,가락시장,사과 미시마,하,10 키로상자,26180,10.0,2618,https://www.garakprice.com/pum_detail.php
2026-06-04,가락시장,사과 미시마,상,10 키로상자,73140,10.0,7314,https://www.garakprice.com/pum_detail.php
2026-06-04,가락시장,사과 미시마,중,10 키로상자,42054,10.0,4205,https://www.garakprice.com/pum_detail.php
2026-06-04,가락시장,사과 미시마,특,10 키로상자,144771,10.0,14477,https://www.garakprice.com/pum_detail.php
2026-06-04,가락시장,사과 미시마,하,10 키로상자,21422,10.0,2142,https://www.garakprice.com/pum_detail.php
2026-06-05,가락시장,사과 미시마,상,10 키로상자,65777,10.0,6578,https://www.garakprice.com/pum_detail.php
2026-06-05,가락시장,사과 미시마,중,10 키로상자,45658,10.0,4566,https://www.garakprice.com/pum_detail.php
2026-06-05,가락시장,사과 미시마,특,10 키로상자,118867,10.0,11887,https://www.garakprice.com/pum_detail.php
2026-06-05,가락시장,사과 미시마,하,10 키로상자,29950,10.0,2995,https://www.garakprice.com/pum_detail.php
2026-06-06,가락시장,사과 미시마,상,10 키로상자,76578,10.0,7658,https://www.garakprice.com/pum_detail.php
2026-06-06,가락시장,사과 미시마,중,10 키로상자,47377,10.0,4738,https://www.garakprice.com/pum_detail.php
2026-06-06,가락시장,사과 미시마,특,10 키로상자,151280,10.0,15128,https://www.garakprice.com/pum_detail.php
2026-06-06,가락시장,사과 미시마,하,10 키로상자,30712,10.0,3071,https://www.garakprice.com/pum_detail.php
2026-06-08,가락시장,사과 미시마,상,10 키로상자,78058,10.0,7806,https://www.garakprice.com/pum_detail.php
2026-06-08,가락시장,사과 미시마,중,10 키로상자,48180,10.0,4818,https://www.garakprice.com/pum_detail.php
2026-06-08,가락시장,사과 미시마,특,10 키로상자,131552,10.0,13155,https://www.garakprice.com/pum_detail.php
2026-06-08,가락시장,사과 미시마,하,10 키로상자,27074,10.0,2707,https://www.garakprice.com/pum_detail.php
